,year,month,state,n_incidents
1697,2016,11,Louisiana,97
1698,2016,11,Maine,6
1699,2016,11,Maryland,56
1700,2016,11,Massachusetts,34
1701,2016,11,Michigan,72
1702,2016,11,Minnesota,13
1703,2016,11,Mississippi,58
1704,2016,11,Missouri,78
1705,2016,11,Montana,6
1706,2016,11,Nebraska,9
1707,2016,11,Nevada,20
1708,2016,11,New Hampshire,6
1709,2016,11,New Jersey,49
1710,2016,11,New Mexico,6
1711,2016,11,New York,90
1712,2016,11,North Carolina,63
1713,2016,11,North Dakota,4
1714,2016,11,Ohio,82
1715,2016,11,Oklahoma,41
1716,2016,11,Oregon,16
1717,2016,11,Pennsylvania,92
1718,2016,11,Rhode Island,3
1719,2016,11,South Carolina,49
1720,2016,11,South Dakota,1
1721,2016,11,Tennessee,79
1722,2016,11,Texas,135
1723,2016,11,Utah,8
1724,2016,11,Vermont,1
1725,2016,11,Virginia,62
1726,2016,11,Washington,23
1727,2016,11,West Virginia,14
1728,2016,11,Wisconsin,31
1729,2016,11,Wyoming,2
1730,2016,12,Alabama,79
1731,2016,12,Alaska,14
1732,2016,12,Arizona,31
1733,2016,12,Arkansas,44
1734,2016,12,California,196
1735,2016,12,Colorado,25
1736,2016,12,Connecticut,16
1737,2016,12,Delaware,11
1738,2016,12,Florida,196
1739,2016,12,Georgia,115
1740,2016,12,Hawaii,3
1741,2016,12,Idaho,3
1742,2016,12,Illinois,261
1743,2016,12,Indiana,57
1744,2016,12,Iowa,15
1745,2016,12,Kansas,23
1746,2016,12,Kentucky,47
1747,2016,12,Louisiana,133
1748,2016,12,Maine,7
1749,2016,12,Maryland,85
1750,2016,12,Massachusetts,31
1751,2016,12,Michigan,55
1752,2016,12,Minnesota,14
1753,2016,12,Mississippi,48
1754,2016,12,Missouri,62
1755,2016,12,Montana,5
1756,2016,12,Nebraska,12
1757,2016,12,Nevada,16
1758,2016,12,New Hampshire,3
1759,2016,12,New Jersey,46
1760,2016,12,New Mexico,11
1761,2016,12,New York,84
1762,2016,12,North Carolina,119
1763,2016,12,North Dakota,2
1764,2016,12,Ohio,135
1765,2016,12,Oklahoma,50
1766,2016,12,Oregon,17
1767,2016,12,Pennsylvania,90
1768,2016,12,Rhode Island,7
1769,2016,12,South Carolina,76
1770,2016,12,South Dakota,4
1771,2016,12,Tennessee,105
1772,2016,12,Texas,173
1773,2016,12,Utah,16
1774,2016,12,Vermont,4
1775,2016,12,Virginia,81
1776,2016,12,Washington,23
1777,2016,12,West Virginia,17
1778,2016,12,Wisconsin,35
1779,2017,1,Alabama,80
1780,2017,1,Alaska,9
1781,2017,1,Arizona,41
1782,2017,1,Arkansas,39
1783,2017,1,California,219
1784,2017,1,Colorado,36
1785,2017,1,Connecticut,38
1786,2017,1,Delaware,28
1787,2017,1,Florida,178
1788,2017,1,Georgia,109
1789,2017,1,Hawaii,2
1790,2017,1,Idaho,7
1791,2017,1,Illinois,320
1792,2017,1,Indiana,81
1793,2017,1,Iowa,18
1794,2017,1,Kansas,22
1795,2017,1,Kentucky,53
1796,2017,1,Louisiana,138
1797,2017,1,Maine,1
1798,2017,1,Maryland,87
1799,2017,1,Massachusetts,34
1800,2017,1,Michigan,78
1801,2017,1,Minnesota,25
1802,2017,1,Mississippi,68
1803,2017,1,Missouri,89
1804,2017,1,Montana,3
1805,2017,1,Nebraska,18
1806,2017,1,Nevada,40
1807,2017,1,New Hampshire,4
1808,2017,1,New Jersey,70
1809,2017,1,New Mexico,14
1810,2017,1,New York,92
1811,2017,1,North Carolina,139
1812,2017,1,North Dakota,3
1813,2017,1,Ohio,156
1814,2017,1,Oklahoma,48
1815,2017,1,Oregon,17
1816,2017,1,Pennsylvania,127
1817,2017,1,Rhode Island,10
1818,2017,1,South Carolina,75
1819,2017,1,South Dakota,4
1820,2017,1,Tennessee,114
1821,2017,1,Texas,215
1822,2017,1,Utah,10
1823,2017,1,Vermont,2
1824,2017,1,Virginia,122
1825,2017,1,Washington,45
1826,2017,1,West Virginia,14
1827,2017,1,Wisconsin,42
1828,2017,2,Alabama,70
1829,2017,2,Alaska,12
1830,2017,2,Arizona,17
1831,2017,2,Arkansas,39
1832,2017,2,California,188
1833,2017,2,Colorado,36
1834,2017,2,Connecticut,18
1835,2017,2,Delaware,15
1836,2017,2,Florida,174
1837,2017,2,Georgia,100
1838,2017,2,Hawaii,1
1839,2017,2,Idaho,3
1840,2017,2,Illinois,228
1841,2017,2,Indiana,68
1842,2017,2,Iowa,30
1843,2017,2,Kansas,21
1844,2017,2,Kentucky,58
1845,2017,2,Louisiana,120
1846,2017,2,Maine,3
1847,2017,2,Maryland,79
1848,2017,2,Massachusetts,31
1849,2017,2,Michigan,70
1850,2017,2,Minnesota,18
1851,2017,2,Mississippi,56
1852,2017,2,Missouri,73
1853,2017,2,Montana,2
1854,2017,2,Nebraska,13
1855,2017,2,Nevada,26
1856,2017,2,New Hampshire,3
1857,2017,2,New Jersey,46
1858,2017,2,New Mexico,16
1859,2017,2,New York,68
1860,2017,2,North Carolina,103
1861,2017,2,North Dakota,4
1862,2017,2,Ohio,146
1863,2017,2,Oklahoma,34
1864,2017,2,Oregon,14
1865,2017,2,Pennsylvania,106
1866,2017,2,Rhode Island,5
1867,2017,2,South Carolina,85
1868,2017,2,Tennessee,93
1869,2017,2,Texas,190
1870,2017,2,Utah,9
1871,2017,2,Vermont,1
1872,2017,2,Virginia,70
1873,2017,2,Washington,27
1874,2017,2,West Virginia,18
1875,2017,2,Wisconsin,35
1876,2017,2,Wyoming,3
1877,2017,3,Alabama,89
1878,2017,3,Alaska,7
1879,2017,3,Arizona,24
1880,2017,3,Arkansas,53
1881,2017,3,California,251
1882,2017,3,Colorado,34
1883,2017,3,Connecticut,22
1884,2017,3,Delaware,9
1885,2017,3,Florida,183
1886,2017,3,Georgia,106
1887,2017,3,Hawaii,4
1888,2017,3,Idaho,6
1889,2017,3,Illinois,214
1890,2017,3,Indiana,57
1891,2017,3,Iowa,14
1892,2017,3,Kansas,23
1893,2017,3,Kentucky,50
1894,2017,3,Louisiana,114
1895,2017,3,Maine,4
1896,2017,3,Maryland,78
1897,2017,3,Massachusetts,22
1898,2017,3,Michigan,90
1899,2017,3,Minnesota,16
1900,2017,3,Mississippi,54
1901,2017,3,Missouri,74
1902,2017,3,Montana,3
1903,2017,3,Nebraska,12
1904,2017,3,Nevada,31
1905,2017,3,New Hampshire,2
1906,2017,3,New Jersey,61
1907,2017,3,New Mexico,11
1908,2017,3,New York,71
1909,2017,3,North Carolina,102
1910,2017,3,North Dakota,6
1911,2017,3,Ohio,122
1912,2017,3,Oklahoma,46
1913,2017,3,Oregon,21
1914,2017,3,Pennsylvania,91
1915,2017,3,Rhode Island,6
1916,2017,3,South Carolina,59
1917,2017,3,South Dakota,2
1918,2017,3,Tennessee,119
1919,2017,3,Texas,211
1920,2017,3,Utah,7
1921,2017,3,Vermont,1
1922,2017,3,Virginia,61
1923,2017,3,Washington,31
1924,2017,3,West Virginia,16
1925,2017,3,Wisconsin,35
1926,2017,4,Alabama,98
1927,2017,4,Alaska,15
1928,2017,4,Arizona,35
1929,2017,4,Arkansas,42
1930,2017,4,California,244
1931,2017,4,Colorado,26
1932,2017,4,Connecticut,24
1933,2017,4,Delaware,30
1934,2017,4,Florida,198
1935,2017,4,Georgia,113
1936,2017,4,Hawaii,1
1937,2017,4,Idaho,1
1938,2017,4,Illinois,314
1939,2017,4,Indiana,71
1940,2017,4,Iowa,20
1941,2017,4,Kansas,36
1942,2017,4,Kentucky,63
1943,2017,4,Louisiana,114
1944,2017,4,Maine,5
1945,2017,4,Maryland,83
1946,2017,4,Massachusetts,43
1947,2017,4,Michigan,92
1948,2017,4,Minnesota,26
1949,2017,4,Mississippi,51
1950,2017,4,Missouri,82
1951,2017,4,Montana,3
1952,2017,4,Nebraska,16
1953,2017,4,Nevada,21
1954,2017,4,New Hampshire,4
1955,2017,4,New Jersey,66
1956,2017,4,New Mexico,18
1957,2017,4,New York,99
1958,2017,4,North Carolina,113
1959,2017,4,North Dakota,3
1960,2017,4,Ohio,131
1961,2017,4,Oklahoma,43
1962,2017,4,Oregon,16
1963,2017,4,Pennsylvania,123
1964,2017,4,Rhode Island,3
1965,2017,4,South Carolina,79
1966,2017,4,South Dakota,4
1967,2017,4,Tennessee,127
1968,2017,4,Texas,191
1969,2017,4,Utah,8
1970,2017,4,Vermont,3
1971,2017,4,Virginia,101
1972,2017,4,Washington,34
1973,2017,4,West Virginia,21
1974,2017,4,Wisconsin,41
1975,2017,4,Wyoming,1
1976,2017,5,Alabama,93
1977,2017,5,Alaska,13
1978,2017,5,Arizona,45
1979,2017,5,Arkansas,49
1980,2017,5,California,209
1981,2017,5,Colorado,45
1982,2017,5,Connecticut,30
1983,2017,5,Delaware,29
1984,2017,5,Florida,201
1985,2017,5,Georgia,134
1986,2017,5,Hawaii,2
1987,2017,5,Idaho,5
1988,2017,5,Illinois,362
1989,2017,5,Indiana,79
1990,2017,5,Iowa,22
1991,2017,5,Kansas,29
1992,2017,5,Kentucky,55
1993,2017,5,Louisiana,123
1994,2017,5,Maine,7
1995,2017,5,Maryland,78
1996,2017,5,Massachusetts,42
1997,2017,5,Michigan,100
1998,2017,5,Minnesota,32
1999,2017,5,Mississippi,48
2000,2017,5,Missouri,136
2001,2017,5,Montana,7
2002,2017,5,Nebraska,14
2003,2017,5,Nevada,36
2004,2017,5,New Hampshire,4
2005,2017,5,New Jersey,59
2006,2017,5,New Mexico,25
2007,2017,5,New York,104
2008,2017,5,North Carolina,121
2009,2017,5,North Dakota,2
2010,2017,5,Ohio,141
2011,2017,5,Oklahoma,45
2012,2017,5,Oregon,14
2013,2017,5,Pennsylvania,109
2014,2017,5,Rhode Island,4
2015,2017,5,South Carolina,81
2016,2017,5,South Dakota,3
2017,2017,5,Tennessee,142
2018,2017,5,Texas,177
2019,2017,5,Utah,9
2020,2017,5,Vermont,2
2021,2017,5,Virginia,89
2022,2017,5,Washington,45
2023,2017,5,West Virginia,13
2024,2017,5,Wisconsin,61
2025,2017,5,Wyoming,3
2026,2017,6,Alabama,107
2027,2017,6,Alaska,10
2028,2017,6,Arizona,35
2029,2017,6,Arkansas,35
2030,2017,6,California,267
2031,2017,6,Colorado,35
2032,2017,6,Connecticut,21
2033,2017,6,Delaware,23
2034,2017,6,Florida,187
2035,2017,6,Georgia,121
2036,2017,6,Hawaii,1
2037,2017,6,Idaho,4
2038,2017,6,Illinois,384
2039,2017,6,Indiana,93
2040,2017,6,Iowa,22
2041,2017,6,Kansas,23
2042,2017,6,Kentucky,54
2043,2017,6,Louisiana,116
2044,2017,6,Maine,6
2045,2017,6,Maryland,86
2046,2017,6,Massachusetts,47
2047,2017,6,Michigan,69
2048,2017,6,Minnesota,30
2049,2017,6,Mississippi,60
2050,2017,6,Missouri,106
2051,2017,6,Montana,3
2052,2017,6,Nebraska,15
2053,2017,6,Nevada,29
2054,2017,6,New Hampshire,4
2055,2017,6,New Jersey,68
2056,2017,6,New Mexico,18
2057,2017,6,New York,102
2058,2017,6,North Carolina,103
2059,2017,6,North Dakota,4
2060,2017,6,Ohio,140
2061,2017,6,Oklahoma,52
2062,2017,6,Oregon,17
2063,2017,6,Pennsylvania,127
2064,2017,6,Rhode Island,10
2065,2017,6,South Carolina,94
2066,2017,6,South Dakota,4
2067,2017,6,Tennessee,109
2068,2017,6,Texas,128
2069,2017,6,Utah,11
2070,2017,6,Virginia,91
2071,2017,6,Washington,30
2072,2017,6,West Virginia,18
2073,2017,6,Wisconsin,62
2074,2017,6,Wyoming,2
2075,2017,7,Alabama,95
2076,2017,7,Alaska,5
2077,2017,7,Arizona,51
2078,2017,7,Arkansas,52
2079,2017,7,California,262
2080,2017,7,Colorado,34
2081,2017,7,Connecticut,34
2082,2017,7,Delaware,23
2083,2017,7,Florida,217
2084,2017,7,Georgia,135
2085,2017,7,Hawaii,4
2086,2017,7,Idaho,7
2087,2017,7,Illinois,399
2088,2017,7,Indiana,83
2089,2017,7,Iowa,25
2090,2017,7,Kansas,28
2091,2017,7,Kentucky,44
2092,2017,7,Louisiana,103
2093,2017,7,Maine,5
2094,2017,7,Maryland,108
2095,2017,7,Massachusetts,55
2096,2017,7,Michigan,95
2097,2017,7,Minnesota,28
2098,2017,7,Mississippi,67
2099,2017,7,Missouri,108
2100,2017,7,Montana,6
2101,2017,7,Nebraska,11
2102,2017,7,Nevada,23
2103,2017,7,New Hampshire,3
2104,2017,7,New Jersey,74
2105,2017,7,New Mexico,27
2106,2017,7,New York,122
2107,2017,7,North Carolina,119
2108,2017,7,North Dakota,4
2109,2017,7,Ohio,165
2110,2017,7,Oklahoma,37
2111,2017,7,Oregon,19
2112,2017,7,Pennsylvania,124
2113,2017,7,Rhode Island,9
2114,2017,7,South Carolina,84
2115,2017,7,South Dakota,3
2116,2017,7,Tennessee,124
2117,2017,7,Texas,173
2118,2017,7,Utah,16
2119,2017,7,Vermont,2
2120,2017,7,Virginia,97
2121,2017,7,Washington,31
2122,2017,7,West Virginia,13
2123,2017,7,Wisconsin,65
2124,2017,8,Alabama,117
2125,2017,8,Alaska,8
2126,2017,8,Arizona,38
2127,2017,8,Arkansas,54
2128,2017,8,California,199
2129,2017,8,Colorado,23
2130,2017,8,Connecticut,29
2131,2017,8,Delaware,10
2132,2017,8,Florida,152
2133,2017,8,Georgia,132
2134,2017,8,Idaho,4
2135,2017,8,Illinois,332
2136,2017,8,Indiana,91
2137,2017,8,Iowa,24
2138,2017,8,Kansas,32
2139,2017,8,Kentucky,50
2140,2017,8,Louisiana,101
2141,2017,8,Maine,4
2142,2017,8,Maryland,99
2143,2017,8,Massachusetts,44
2144,2017,8,Michigan,62
2145,2017,8,Minnesota,33
2146,2017,8,Mississippi,68
2147,2017,8,Missouri,113
2148,2017,8,Montana,6
2149,2017,8,Nebraska,13
2150,2017,8,Nevada,23
2151,2017,8,New Hampshire,4
2152,2017,8,New Jersey,73
2153,2017,8,New Mexico,21
2154,2017,8,New York,119
2155,2017,8,North Carolina,123
2156,2017,8,North Dakota,3
2157,2017,8,Ohio,146
2158,2017,8,Oklahoma,38
2159,2017,8,Oregon,16
2160,2017,8,Pennsylvania,120
2161,2017,8,Rhode Island,7
2162,2017,8,South Carolina,84
2163,2017,8,South Dakota,1
2164,2017,8,Tennessee,110
2165,2017,8,Texas,145
2166,2017,8,Utah,16
2167,2017,8,Vermont,1
2168,2017,8,Virginia,81
2169,2017,8,Washington,39
2170,2017,8,West Virginia,16
2171,2017,8,Wisconsin,56
2172,2017,8,Wyoming,3
2173,2017,9,Alabama,99
2174,2017,9,Alaska,5
2175,2017,9,Arizona,34
2176,2017,9,Arkansas,23
2177,2017,9,California,162
2178,2017,9,Colorado,29
2179,2017,9,Connecticut,31
2180,2017,9,Delaware,22
2181,2017,9,Florida,113
2182,2017,9,Georgia,80
2183,2017,9,Hawaii,2
2184,2017,9,Idaho,7
2185,2017,9,Illinois,286
2186,2017,9,Indiana,70
2187,2017,9,Iowa,13
2188,2017,9,Kansas,29
2189,2017,9,Kentucky,35
2190,2017,9,Louisiana,92
2191,2017,9,Maine,6
2192,2017,9,Maryland,85
2193,2017,9,Massachusetts,42
2194,2017,9,Michigan,69
2195,2017,9,Minnesota,20
2196,2017,9,Mississippi,57
2197,2017,9,Missouri,87
2198,2017,9,Montana,5
2199,2017,9,Nebraska,19
2200,2017,9,Nevada,16
2201,2017,9,New Hampshire,5
2202,2017,9,New Jersey,53
2203,2017,9,New Mexico,13
2204,2017,9,New York,102
2205,2017,9,North Carolina,108
2206,2017,9,North Dakota,1
2207,2017,9,Ohio,136
2208,2017,9,Oklahoma,50
2209,2017,9,Oregon,14
2210,2017,9,Pennsylvania,118
2211,2017,9,Rhode Island,3
2212,2017,9,South Carolina,82
2213,2017,9,South Dakota,3
2214,2017,9,Tennessee,86
2215,2017,9,Texas,123
2216,2017,9,Utah,9
2217,2017,9,Vermont,1
2218,2017,9,Virginia,77
2219,2017,9,Washington,43
2220,2017,9,West Virginia,8
2221,2017,9,Wisconsin,58
2222,2017,9,Wyoming,3
2223,2017,10,Alabama,91
2224,2017,10,Alaska,7
2225,2017,10,Arizona,44
2226,2017,10,Arkansas,49
2227,2017,10,California,183
2228,2017,10,Colorado,30
2229,2017,10,Connecticut,27
2230,2017,10,Delaware,23
2231,2017,10,Florida,177
2232,2017,10,Georgia,125
2233,2017,10,Hawaii,2
2234,2017,10,Idaho,4
2235,2017,10,Illinois,273
2236,2017,10,Indiana,67
2237,2017,10,Iowa,14
2238,2017,10,Kansas,20
2239,2017,10,Kentucky,73
2240,2017,10,Louisiana,124
2241,2017,10,Maine,8
2242,2017,10,Maryland,126
2243,2017,10,Massachusetts,48
2244,2017,10,Michigan,64
2245,2017,10,Minnesota,29
2246,2017,10,Mississippi,60
2247,2017,10,Missouri,117
2248,2017,10,Montana,9
2249,2017,10,Nebraska,12
2250,2017,10,Nevada,19
2251,2017,10,New Hampshire,3
2252,2017,10,New Jersey,56
2253,2017,10,New Mexico,15
2254,2017,10,New York,118
2255,2017,10,North Carolina,111
2256,2017,10,North Dakota,5
2257,2017,10,Ohio,158
2258,2017,10,Oklahoma,32
2259,2017,10,Oregon,21
2260,2017,10,Pennsylvania,128
2261,2017,10,Rhode Island,7
2262,2017,10,South Carolina,76
2263,2017,10,South Dakota,4
2264,2017,10,Tennessee,102
2265,2017,10,Texas,164
2266,2017,10,Utah,14
2267,2017,10,Vermont,1
2268,2017,10,Virginia,92
2269,2017,10,Washington,49
2270,2017,10,West Virginia,18
2271,2017,10,Wisconsin,53
2272,2017,11,Alabama,104
2273,2017,11,Alaska,11
2274,2017,11,Arizona,42
2275,2017,11,Arkansas,41
2276,2017,11,California,177
2277,2017,11,Colorado,40
2278,2017,11,Connecticut,16
2279,2017,11,Delaware,14
2280,2017,11,Florida,155
2281,2017,11,Georgia,97
2282,2017,11,Hawaii,1
2283,2017,11,Idaho,7
2284,2017,11,Illinois,215
2285,2017,11,Indiana,69
2286,2017,11,Iowa,21
2287,2017,11,Kansas,32
2288,2017,11,Kentucky,62
2289,2017,11,Louisiana,131
2290,2017,11,Maine,2
2291,2017,11,Maryland,75
2292,2017,11,Massachusetts,30
2293,2017,11,Michigan,63
2294,2017,11,Minnesota,28
2295,2017,11,Mississippi,47
2296,2017,11,Missouri,113
2297,2017,11,Montana,6
2298,2017,11,Nebraska,13
2299,2017,11,Nevada,31
2300,2017,11,New Hampshire,8
2301,2017,11,New Jersey,45
2302,2017,11,New Mexico,19
2303,2017,11,New York,70
2304,2017,11,North Carolina,127
2305,2017,11,North Dakota,4
2306,2017,11,Ohio,138
2307,2017,11,Oklahoma,35
2308,2017,11,Oregon,32
2309,2017,11,Pennsylvania,117
2310,2017,11,Rhode Island,4
2311,2017,11,South Carolina,78
2312,2017,11,South Dakota,3
2313,2017,11,Tennessee,108
2314,2017,11,Texas,160
2315,2017,11,Utah,16
2316,2017,11,Vermont,2
2317,2017,11,Virginia,73
2318,2017,11,Washington,40
2319,2017,11,West Virginia,20
2320,2017,11,Wisconsin,63
2321,2017,11,Wyoming,2
2322,2017,12,Alabama,90
2323,2017,12,Alaska,18
2324,2017,12,Arizona,39
2325,2017,12,Arkansas,34
2326,2017,12,California,185
2327,2017,12,Colorado,33
2328,2017,12,Connecticut,36
2329,2017,12,Delaware,17
2330,2017,12,Florida,172
2331,2017,12,Georgia,82
2332,2017,12,Hawaii,1
2333,2017,12,Idaho,5
2334,2017,12,Illinois,222
2335,2017,12,Indiana,60
2336,2017,12,Iowa,21
2337,2017,12,Kansas,22
2338,2017,12,Kentucky,43
2339,2017,12,Louisiana,93
2340,2017,12,Maine,5
2341,2017,12,Maryland,101
2342,2017,12,Massachusetts,44
2343,2017,12,Michigan,53
2344,2017,12,Minnesota,18
2345,2017,12,Mississippi,74
2346,2017,12,Missouri,90
2347,2017,12,Montana,8
2348,2017,12,Nebraska,11
2349,2017,12,Nevada,30
2350,2017,12,New Hampshire,1
2351,2017,12,New Jersey,49
2352,2017,12,New Mexico,16
2353,2017,12,New York,86
2354,2017,12,North Carolina,101
2355,2017,12,North Dakota,4
2356,2017,12,Ohio,135
2357,2017,12,Oklahoma,41
2358,2017,12,Oregon,24
2359,2017,12,Pennsylvania,128
2360,2017,12,Rhode Island,2
2361,2017,12,South Carolina,72
2362,2017,12,South Dakota,2
2363,2017,12,Tennessee,107
2364,2017,12,Texas,145
2365,2017,12,Utah,11
2366,2017,12,Virginia,88
2367,2017,12,Washington,49
2368,2017,12,West Virginia,22
2369,2017,12,Wisconsin,30
2370,2017,12,Wyoming,2
2371,2018,1,Alabama,96
2372,2018,1,Alaska,8
2373,2018,1,Arizona,44
2374,2018,1,Arkansas,54
2375,2018,1,California,223
2376,2018,1,Colorado,46
2377,2018,1,Connecticut,26
2378,2018,1,Delaware,12
2379,2018,1,Florida,199
2380,2018,1,Georgia,96
2381,2018,1,Hawaii,1
2382,2018,1,Idaho,11
2383,2018,1,Illinois,215
2384,2018,1,Indiana,69
2385,2018,1,Iowa,21
2386,2018,1,Kansas,30
2387,2018,1,Kentucky,51
2388,2018,1,Louisiana,120
2389,2018,1,Maine,4
2390,2018,1,Maryland,78
2391,2018,1,Massachusetts,30
2392,2018,1,Michigan,63
2393,2018,1,Minnesota,20
2394,2018,1,Mississippi,73
2395,2018,1,Missouri,99
2396,2018,1,Montana,5
2397,2018,1,Nebraska,17
2398,2018,1,Nevada,29
2399,2018,1,New Hampshire,7
2400,2018,1,New Jersey,39
2401,2018,1,New Mexico,17
2402,2018,1,New York,62
2403,2018,1,North Carolina,102
2404,2018,1,North Dakota,1
2405,2018,1,Ohio,143
2406,2018,1,Oklahoma,34
2407,2018,1,Oregon,28
2408,2018,1,Pennsylvania,121
2409,2018,1,Rhode Island,9
2410,2018,1,South Carolina,91
2411,2018,1,South Dakota,7
2412,2018,1,Tennessee,107
2413,2018,1,Texas,192
2414,2018,1,Utah,13
2415,2018,1,Vermont,3
2416,2018,1,Virginia,85
2417,2018,1,Washington,44
2418,2018,1,West Virginia,14
2419,2018,1,Wisconsin,49
2420,2018,1,Wyoming,4
2421,2018,2,Alabama,80
2422,2018,2,Alaska,3
2423,2018,2,Arizona,31
2424,2018,2,Arkansas,21
2425,2018,2,California,162
2426,2018,2,Colorado,26
2427,2018,2,Connecticut,21
2428,2018,2,Delaware,12
2429,2018,2,Florida,131
2430,2018,2,Georgia,72
2431,2018,2,Hawaii,3
2432,2018,2,Idaho,2
2433,2018,2,Illinois,160
2434,2018,2,Indiana,37
2435,2018,2,Iowa,6
2436,2018,2,Kansas,19
2437,2018,2,Kentucky,44
2438,2018,2,Louisiana,91
2439,2018,2,Maine,2
2440,2018,2,Maryland,45
2441,2018,2,Massachusetts,34
2442,2018,2,Michigan,57
2443,2018,2,Minnesota,27
2444,2018,2,Mississippi,53
2445,2018,2,Missouri,57
2446,2018,2,Montana,6
2447,2018,2,Nebraska,12
2448,2018,2,Nevada,30
2449,2018,2,New Hampshire,4
2450,2018,2,New Jersey,25
2451,2018,2,New Mexico,18
2452,2018,2,New York,45
2453,2018,2,North Carolina,84
2454,2018,2,North Dakota,3
2455,2018,2,Ohio,91
2456,2018,2,Oklahoma,35
2457,2018,2,Oregon,11
2458,2018,2,Pennsylvania,78
2459,2018,2,Rhode Island,4
2460,2018,2,South Carolina,61
2461,2018,2,South Dakota,3
2462,2018,2,Tennessee,68
2463,2018,2,Texas,160
2464,2018,2,Utah,7
2465,2018,2,Vermont,2
2466,2018,2,Virginia,61
2467,2018,2,Washington,35
2468,2018,2,West Virginia,15
2469,2018,2,Wisconsin,28
2470,2018,2,Wyoming,2
2471,2018,3,Alabama,84
2472,2018,3,Alaska,7
2473,2018,3,Arizona,37
2474,2018,3,Arkansas,29
2475,2018,3,California,144
2476,2018,3,Colorado,31
2477,2018,3,Connecticut,14
2478,2018,3,Delaware,7
2479,2018,3,Florida,107
2480,2018,3,Georgia,77
2481,2018,3,Hawaii,1
2482,2018,3,Idaho,5
2483,2018,3,Illinois,134
2484,2018,3,Indiana,57
2485,2018,3,Iowa,15
2486,2018,3,Kansas,27
2487,2018,3,Kentucky,38
2488,2018,3,Louisiana,62
2489,2018,3,Maine,2
2490,2018,3,Maryland,45
2491,2018,3,Massachusetts,17
2492,2018,3,Michigan,75
2493,2018,3,Minnesota,15
2494,2018,3,Mississippi,49
2495,2018,3,Missouri,60
2496,2018,3,Montana,2
2497,2018,3,Nebraska,4
2498,2018,3,Nevada,26
2499,2018,3,New Jersey,24
2500,2018,3,New Mexico,18
2501,2018,3,New York,47
2502,2018,3,North Carolina,78
2503,2018,3,North Dakota,3
2504,2018,3,Ohio,67
2505,2018,3,Oklahoma,35
2506,2018,3,Oregon,20
2507,2018,3,Pennsylvania,59
2508,2018,3,Rhode Island,4
2509,2018,3,South Carolina,45
2510,2018,3,South Dakota,2
2511,2018,3,Tennessee,69
2512,2018,3,Texas,149
2513,2018,3,Utah,9
2514,2018,3,Vermont,1
2515,2018,3,Virginia,64
2516,2018,3,Washington,29
2517,2018,3,West Virginia,16
2518,2018,3,Wisconsin,51
2519,2018,3,Wyoming,4
